,Company,Name,Model,Kms_Driven,Model Year,Reg Year,City,Engine Capacity,Insurance,Automatic,Power,Fuel Type,Ownership,Number of Seats,Mileage,X-factor,Price
204,Hyundai,Verna,"['1.6', 'SX']",90000,2012,2012,Agra,1582,1,False,126.32,1,2,5,22.32,Sedan,370000
206,Audi,Q3,"['30', 'TFSI', 'Premium', 'FWD']",45000,2018,2018,Gurgaon,1395,2,True,147.51,0,2,5,16.9,SUV,2480000
207,BMW,6,"['Series', 'GT', '630i', 'Luxury', 'Line', '2018-2021']",38000,2018,2018,Gurgaon,1998,1,True,254.7,0,1,4,14.28,Sedan,4690000
208,Audi,A6,"['35', 'TFSI', 'Matrix']",49000,2015,2016,Gurgaon,1798,2,True,187.74,0,2,5,15.26,Sedan,2190000
209,Audi,A4,"['35', 'TDI', 'Premium', 'Plus']",46000,2017,2018,Gurgaon,1968,3,True,187.74,1,2,5,18.25,Sedan,2290000
210,Audi,Q3,"['35', 'TDI', 'Quattro', 'Premium', 'Plus']",29000,2014,2014,Gurgaon,1968,2,True,174.33,1,1,5,15.73,SUV,1390000
211,Audi,A4,"['30', 'TFSI', 'Technology']",27000,2016,2018,Gurgaon,1395,2,True,147.51,0,1,5,17.84,Sedan,2790000
212,Mercedes-Benz,E-Class,"['E250', 'CDI']",120000,2014,2014,Gurgaon,2143,2,True,204.0,1,2,5,13.0,Sedan,1190000
213,Audi,Q7,"['35', 'TDI', 'Quattro', 'Technology']",70000,2015,2016,Gurgaon,2967,2,True,241.4,1,1,7,12.07,SUV,3690000
214,Mercedes-Benz,C-Class,"['C', '200', 'CGI', 'Elegance']",72100,2012,2013,Gurgaon,1796,2,True,186.0,0,1,5,11.74,Sedan,1190000
216,Audi,A3,"['35', 'TFSI', 'Premium', 'Plus']",46300,2018,2018,Gurgaon,1395,2,True,150.0,0,1,5,19.2,Sedan,2490000
218,Audi,Q3,"['35', 'TDI', 'Quattro', 'Premium', 'Plus']",38000,2018,2018,Gurgaon,1968,2,True,181.0,1,2,5,15.17,SUV,2089999
219,Audi,A3,"['35', 'TFSI', 'Premium', 'Plus']",26300,2019,2019,Gurgaon,1395,2,True,150.0,0,1,5,19.2,Sedan,2680000
220,Audi,RS5,"['Sportback', 'BSVI']",5600,2021,2021,Gurgaon,2894,1,True,443.87,0,1,4,8.8,Coupe,9490000
221,Audi,RS5,"['Sportback', 'BSVI']",7000,2021,2021,Gurgaon,2894,2,True,443.87,0,1,4,8.8,Coupe,9490000
222,Audi,Q5,"['40', 'TDI', 'Premium', 'Plus']",48500,2019,2019,Gurgaon,1968,1,True,188.0,1,1,5,17.01,SUV,3779999
223,Audi,A6,"['35', 'TDI']",38000,2018,2018,Gurgaon,1968,3,True,187.74,1,1,5,18.53,Sedan,2980000
224,Audi,A4,"['1.8', 'TFSI', 'Premium', 'Plus']",43800,2013,2013,Gurgaon,1798,2,True,167.62,0,1,5,15.64,Sedan,1490000
225,Audi,A6,"['45', 'TFSI', 'Technology', 'WO', 'Matrix', 'BSVI']",2300,2022,2022,Gurgaon,1984,3,True,241.3,0,1,5,14.11,Sedan,6490000
226,Audi,A6,"['45', 'TFSI', 'Technology', 'WO', 'Matrix', 'BSVI']",24800,2021,2021,Gurgaon,1984,3,True,241.3,0,1,5,14.11,Sedan,5190000
227,Audi,A6,"['45', 'TFSI', 'Technology', 'WO', 'Matrix', 'BSVI']",36700,2020,2020,Gurgaon,1984,3,True,241.3,0,1,5,14.11,Sedan,4790000
228,Audi,A6,"['35', 'TFSI']",79000,2015,2015,Gurgaon,1798,2,True,187.74,0,2,5,15.26,Sedan,2089999
229,Audi,A3,"['35', 'TDI', 'Premium', 'Plus']",55400,2017,2017,Gurgaon,1968,3,True,143.0,1,1,5,20.38,Sedan,1989999
230,Audi,A3,"['35', 'TFSI', 'Premium', 'Plus']",23700,2019,2019,Gurgaon,1395,3,True,150.0,0,1,5,19.2,Sedan,2780000
231,Audi,A3,"['35', 'TFSI', 'Premium', 'Plus']",15600,2019,2019,Gurgaon,1395,3,True,150.0,0,1,5,19.2,Sedan,2690000
232,Audi,A4,"['35', 'QL', 'TFSI', 'Premium', 'Plus']",29900,2020,2020,Gurgaon,1395,3,True,147.51,0,1,5,17.84,Sedan,3290000
233,Audi,A3,"['35', 'TDI', 'Technology']",43500,2018,2018,Gurgaon,1968,3,True,143.0,1,1,5,20.38,Sedan,2290000
234,Audi,A3,"['35', 'TFSI', 'Technology']",44000,2019,2019,Gurgaon,1395,3,True,150.0,0,1,5,19.2,Sedan,2690000
235,Audi,A6,"['35', 'TDI']",85000,2015,2015,Gurgaon,1968,2,True,187.74,1,1,5,18.53,Sedan,1889999
236,Hyundai,i20,"['1.4', 'Sportz']",100000,2017,2017,Agra,1396,1,False,88.73,1,1,5,22.54,Hatchback,550000
237,Maruti,Swift,"['AMT', 'ZXI', 'Plus']",30000,2020,2020,Lucknow,1197,1,True,81.8,0,1,5,21.21,Hatchback,785000
238,Maruti,Swift,"['Dzire', 'VXI']",76469,2015,2015,Lucknow,1197,2,False,88.5,0,1,5,22.41,Sedan,408000
239,Honda,Amaze,"['SX', 'i-VTEC']",118976,2014,2014,Lucknow,1198,1,False,86.7,0,1,5,18.0,Sedan,330000
240,Mahindra,XUV500,['W9'],57689,2018,2018,Lucknow,2179,2,False,152.87,1,2,7,15.1,SUV,952000
241,Maruti,Alto,"['K10', 'VXI']",27817,2019,2019,Lucknow,998,1,False,65.71,0,2,5,24.39,Hatchback,357000
242,Maruti,Celerio,"['ZXI', 'AT']",62001,2016,2016,Lucknow,998,1,True,67.04,0,3,5,23.1,Hatchback,366000
243,Maruti,Vitara,"['Brezza', 'VDi', 'Option']",73081,2018,2018,Lucknow,1248,1,False,88.5,1,1,5,24.3,SUV,628000
244,Nissan,Magnite,"['Turbo', 'XL', 'BSVI']",26387,2021,2021,Lucknow,999,3,False,98.63,0,1,5,20.0,SUV,713000
245,Chevrolet,Beat,"['Diesel', 'LT']",80000,2013,2013,Lucknow,936,1,False,57.6,1,2,5,25.44,Hatchback,155000
246,Maruti,Swift,"['Dzire', 'VXi']",70000,2008,2008,Lucknow,1298,1,False,85.8,0,1,5,17.5,Sedan,190000
247,Chevrolet,Beat,['LT'],50000,2011,2011,Lucknow,1199,1,False,79.4,0,2,5,18.6,Hatchback,60000
248,Maruti,Ertiga,"['SHVS', 'VDI']",100000,2016,2016,Lucknow,1248,1,False,88.5,1,2,7,24.52,MUV,640000
249,Hyundai,i10,['Magna'],70000,2012,2012,Lucknow,1197,1,False,78.9,0,2,5,20.36,Hatchback,250000
250,Maruti,Swift,"['Dzire', 'VXI']",120000,2015,2015,Lucknow,1197,1,False,83.14,0,3,5,20.85,Sedan,390000
251,Hyundai,i20,"['Sportz', '1.4', 'CRDi']",90000,2015,2015,Lucknow,1396,1,False,88.73,1,2,5,22.54,Hatchback,550000
252,Tata,Tigor,"['XZ', 'Plus', 'CNG', 'BSVI']",49551,2022,2022,Lucknow,1199,3,False,72.4,2,1,5,26.49,Sedan,728000
253,Maruti,Baleno,"['1.2', 'Sigma']",91117,2016,2016,Lucknow,1197,1,False,83.1,0,1,5,21.4,Hatchback,432000
255,Maruti,Baleno,"['1.2', 'Delta']",69056,2017,2017,Lucknow,1197,1,False,83.1,0,1,5,21.4,Hatchback,505999
256,Maruti,Baleno,['Delta'],37503,2019,2019,Lucknow,1197,1,False,81.8,0,1,5,21.01,Hatchback,634000
257,Maruti,Wagon,"['R', 'VXI', 'BS', 'IV']",47202,2016,2016,Lucknow,998,2,False,67.04,0,1,5,20.51,Hatchback,336000
258,Honda,WR-V,"['i-VTEC', 'S']",37746,2017,2017,Lucknow,1199,1,False,88.7,0,1,5,17.5,SUV,542000
259,Ford,Ecosport,"['1.5', 'Diesel', 'Trend', 'Plus', 'BSIV']",57535,2018,2018,Lucknow,1498,1,False,98.96,1,2,5,23.0,SUV,654000
260,Hyundai,i20,"['1.2', 'Spotz']",47909,2018,2018,Lucknow,1197,1,False,81.83,0,1,5,18.6,Hatchback,556000
261,Maruti,Alto,"['800', 'CNG', 'LXI']",50000,2014,2014,Lucknow,796,1,False,47.3,2,1,5,30.46,Hatchback,200000
262,Renault,Kiger,"['RXT', 'AMT']",10000,2022,2022,Lucknow,999,1,True,71.01,0,1,5,19.03,SUV,585000
263,Maruti,Swift,"['Dzire', 'VDI']",90000,2014,2014,Lucknow,1248,1,False,74.0,1,2,5,23.4,Sedan,380000
264,Ford,Ecosport,"['1.5', 'TDCi', 'Trend', 'BSIV']",70000,2016,2016,Lucknow,1498,1,False,98.59,1,1,5,22.77,SUV,600000
265,Mercedes-Benz,CLA,"['200', 'CDI', 'Sport']",120000,2015,2015,Lucknow,2143,1,True,136.0,1,1,5,17.9,Sedan,1600000
266,Maruti,Wagon,"['R', 'VXI']",50000,2020,2020,Lucknow,998,1,False,67.05,0,1,5,21.79,Hatchback,480000
267,Maruti,Swift,"['VDI', 'BSIV']",69981,2015,2015,Lucknow,1248,3,False,74.0,1,1,5,25.2,Hatchback,350000
268,Maruti,Baleno,"['1.2', 'Delta']",18185,2018,2018,Lucknow,1197,3,False,83.1,0,1,5,21.4,Hatchback,541000
269,Maruti,Swift,"['Dzire', 'ZXI', '1.2']",97254,2018,2018,Lucknow,1197,2,False,81.8,0,2,5,21.21,Sedan,641000
270,Maruti,Wagon,"['R', 'VXI']",19910,2019,2019,Lucknow,998,1,False,67.05,0,1,5,21.79,Hatchback,508000
271,Honda,Amaze,"['S', 'Diesel']",40680,2021,2021,Lucknow,1498,1,False,97.89,1,1,5,24.7,Sedan,775000
273,Hyundai,EON,"['Era', 'Plus']",66198,2018,2018,Lucknow,814,1,False,55.2,0,1,5,21.1,Hatchback,292000
274,Maruti,Celerio,"['X', 'AMT', 'VXI', 'Option', 'BSIV']",97829,2018,2018,Lucknow,998,1,True,67.0,0,1,5,21.63,Hatchback,480000
275,Honda,Amaze,"['VX', 'i-DTEC']",80000,2015,2015,Lucknow,1498,1,False,98.6,1,2,5,25.8,Sedan,484999
276,Honda,City,['VTEC'],100000,2006,2006,Lucknow,1497,1,False,100.0,0,2,5,16.9,Sedan,110000
277,Hyundai,i20,"['Sportz', 'Plus']",50000,2020,2020,Lucknow,1197,1,False,81.86,0,1,5,18.6,Hatchback,650000
278,Honda,City,"['i', 'DTec', 'V']",90000,2017,2017,Lucknow,1498,1,False,98.6,1,2,5,26.0,Sedan,675000
280,Honda,Civic,"['1.8', 'S', 'MT']",100000,2010,2010,Lucknow,1799,1,False,130.2,0,3,5,14.8,Sedan,254999
281,Honda,Amaze,"['V', 'Petrol', 'BSIV']",39240,2018,2018,Lucknow,1199,3,False,88.76,0,1,5,19.5,Sedan,653000
282,Maruti,Vitara,"['Brezza', 'LXI']",4055,2021,2021,Lucknow,1462,3,False,103.26,0,1,5,17.03,SUV,785000
283,Maruti,Alto,"['800', 'LXI']",62433,2018,2018,Lucknow,796,2,False,47.3,0,1,5,24.7,Hatchback,291000
284,Maruti,Swift,"['VDI', 'BSIV']",46929,2016,2017,Lucknow,1248,1,False,74.0,1,1,5,25.2,Hatchback,428000
285,Hyundai,Creta,"['1.6', 'VTVT', 'SX', 'Plus']",47000,2017,2017,Lucknow,1591,1,False,121.3,0,1,5,13.0,SUV,994000
286,Hyundai,EON,"['Era', 'Plus']",52703,2014,2014,Lucknow,814,1,False,55.2,0,1,5,21.1,Hatchback,224000
288,Maruti,Swift,['VDI'],117206,2013,2013,Lucknow,1248,1,False,74.0,1,1,5,22.9,Hatchback,312000
289,Skoda,Rapid,"['1.5', 'TDI', 'AT', 'Style', 'BSIV']",30296,2017,2017,Lucknow,1498,1,True,108.6,1,1,5,21.72,Sedan,814000
290,Hyundai,EON,"['Era', 'Plus', 'Option']",15614,2017,2018,Lucknow,814,1,False,55.2,0,1,5,21.1,Hatchback,297000
291,Maruti,Alto,"['800', 'CNG', 'LXI']",100000,2017,2017,Lucknow,796,1,False,40.3,2,1,5,33.44,Hatchback,270000
292,Hyundai,Creta,"['1.6', 'EX', 'Diesel']",40000,2020,2020,Lucknow,1582,1,False,126.2,1,1,5,20.5,SUV,1130000
293,Tata,Nano,['LX'],60000,2013,2013,Lucknow,624,1,False,37.48,0,2,4,25.4,Hatchback,70000
294,Skoda,Rapid,"['1.6', 'TDI', 'Active']",110000,2012,2012,Lucknow,1598,1,False,103.5,1,2,5,20.5,Sedan,250000
295,Chevrolet,Tavera,"['B2-7', 'seats', 'BSII']",120000,2006,2006,Lucknow,2499,1,False,80.0,1,2,7,14.8,Chevrolet,125000
296,Maruti,Alto,"['K10', 'LXI']",50000,2018,2018,Lucknow,998,1,False,67.05,0,2,5,23.95,Hatchback,280000
297,Maruti,Swift,['VDI'],74208,2013,2013,Lucknow,1248,1,False,74.0,1,1,5,22.9,Hatchback,315000
298,Mahindra,XUV500,"['W11', 'Option', 'AT', 'AWD']",85663,2018,2018,Lucknow,2179,1,True,155.0,1,1,7,15.1,SUV,1273000
299,Maruti,Ignis,"['1.2', 'AMT', 'Zeta', 'BSIV']",29406,2017,2017,Lucknow,1197,2,True,81.8,0,1,5,20.89,Hatchback,508000
300,Maruti,Celerio,"['ZXI', 'AMT']",72029,2016,2016,Lucknow,998,1,True,65.71,0,2,5,26.0,Hatchback,382000
301,Maruti,Vitara,"['Brezza', 'ZDi']",89341,2017,2017,Lucknow,1248,3,False,88.5,1,1,5,24.3,SUV,708000
302,Hyundai,Aura,"['SX', 'Plus', 'AMT']",25799,2020,2020,Lucknow,1197,3,True,81.86,0,1,5,20.1,Sedan,782000
303,Hyundai,i20,"['Active', '1.2', 'SX']",47641,2018,2018,Lucknow,1197,1,False,81.86,0,3,5,17.19,Hatchback,595000
304,Maruti,Swift,['VXI'],40584,2019,2020,Lucknow,1197,1,False,88.5,0,1,5,22.38,Hatchback,520000
305,Maruti,Alto,"['K10', 'VXI']",39259,2017,2018,Lucknow,998,1,False,65.71,0,1,5,24.39,Hatchback,307000
306,Toyota,Innova,"['2.5', 'G', '(Diesel)', '8', 'Seater', 'BS', 'IV']",120000,2012,2012,Lucknow,2494,1,False,100.0,1,4,8,12.99,MUV,423000
307,Toyota,Innova,"['2.5', 'G', '(Diesel)', '8', 'Seater', 'BS', 'IV']",120000,2012,2012,Lucknow,2494,1,False,100.0,1,4,8,12.99,MUV,455000
308,Hyundai,Creta,"['1.6', 'SX', 'Diesel']",100000,2018,2018,Lucknow,1582,1,False,126.2,1,1,5,20.5,SUV,1050000
310,MG,Astor,"['Sharp', 'EX', 'BSVI']",30000,2022,2022,Lucknow,1498,1,False,108.49,0,1,5,15.43,SUV,1400000
311,Hyundai,Verna,"['1.4', 'CRDi']",80000,2017,2017,Lucknow,1396,1,False,88.7,1,2,5,24.8,Sedan,590000
312,Maruti,Swift,"['Dzire', 'ZDI']",80000,2013,2013,Lucknow,1248,1,False,74.0,1,2,5,23.4,Sedan,380000
313,Maruti,Swift,"['Dzire', 'VDI']",97697,2014,2014,Lucknow,1248,2,False,74.0,1,1,5,23.4,Sedan,389000
314,Maruti,Swift,"['Dzire', 'LXI']",60708,2014,2014,Lucknow,1197,2,False,88.5,0,1,5,22.41,Sedan,355000
315,Maruti,Ignis,"['1.2', 'Alpha', 'BSIV']",72225,2019,2019,Lucknow,1197,1,False,81.8,0,1,5,20.89,Hatchback,504000
316,Renault,Duster,"['110PS', 'Diesel', 'RxZ']",94226,2016,2018,Lucknow,1461,1,False,108.45,1,2,5,19.6,SUV,532000
317,Maruti,Baleno,['Zeta'],22808,2021,2021,Lucknow,1197,1,False,81.8,0,1,5,21.01,Hatchback,705000
318,Maruti,S-Presso,"['VXI', '2019-2022']",76980,2020,2020,Lucknow,998,1,False,65.71,0,1,5,21.7,Hatchback,341000
319,Fiat,Punto,"['1.2', 'Active']",50000,2012,2012,Lucknow,1172,1,False,67.0,0,1,5,15.7,Hatchback,140000
320,Mahindra,XUV500,['W4'],100000,2014,2014,Lucknow,2179,1,False,140.0,1,3,7,15.1,SUV,490000
321,Mahindra,TUV,"['300', 'T4']",100000,2016,2016,Lucknow,1493,1,False,100.0,1,1,7,18.49,SUV,525000
323,BMW,X1,"['sDrive20d', 'Expedition']",100000,2017,2017,Lucknow,1995,1,True,188.0,1,1,5,20.68,SUV,1900000
324,Maruti,Swift,"['ZXI', 'Plus']",65698,2019,2019,Lucknow,1197,1,False,88.5,0,1,5,22.38,Hatchback,573000
325,Nissan,Terrano,['XL'],82101,2014,2014,Lucknow,1598,1,False,102.5,0,2,5,13.24,SUV,357000
326,Toyota,Etios,"['Liva', 'GD']",59819,2015,2016,Lucknow,1364,1,False,67.04,1,2,5,23.59,Hatchback,455999
327,Maruti,Alto,"['K10', 'VXI']",115250,2016,2016,Lucknow,998,3,False,65.71,0,1,5,24.39,Hatchback,237000
328,Hyundai,Creta,"['1.6', 'VTVT', 'SX', 'Plus']",29033,2015,2015,Lucknow,1591,2,False,121.3,0,1,5,13.0,SUV,766000
329,Hyundai,i20,"['Active', '1.2', 'S']",57294,2015,2015,Lucknow,1197,1,False,81.86,0,2,5,17.19,Hatchback,479000
330,Maruti,Alto,"['800', 'VXI']",32464,2018,2018,Lucknow,796,1,False,47.33,0,1,5,22.05,Hatchback,270000
331,Tata,Nexon,"['1.2', 'Revotron', 'XMA']",12762,2018,2018,Lucknow,1198,1,True,108.5,0,1,5,17.0,SUV,691000
332,Mahindra,KUV,"['100', 'NXT', 'D75', 'K6', 'Plus']",51719,2017,2017,Lucknow,1198,1,False,77.0,1,1,6,25.32,Hatchback,473000
333,Maruti,Zen,"['Estilo', 'VXI', 'BSIV']",110000,2011,2011,Lucknow,998,1,False,67.1,0,1,5,19.0,Hatchback,114999
334,Tata,Safari,"['Storme', 'EX']",70000,2017,2017,Lucknow,2179,1,False,147.94,1,2,7,14.1,SUV,700000
335,Maruti,Swift,"['AMT', 'ZDI']",60000,2018,2018,Lucknow,1248,1,True,74.0,1,1,5,28.4,Hatchback,700000
336,Skoda,Slavia,"['1.0', 'TSI', 'Style', 'BSVI']",10000,2022,2022,Lucknow,999,1,False,113.98,0,1,5,19.47,Sedan,1473000
337,Maruti,Swift,"['VDI', 'BSIV']",80000,2014,2014,Lucknow,1248,1,False,74.0,1,3,5,25.2,Hatchback,400000
338,Tata,Safari,"['Storme', 'VX', 'Varicor', '400']",80000,2016,2016,Lucknow,2179,1,False,153.86,1,2,7,14.1,SUV,751000
339,Hyundai,i20,"['1.4', 'Asta', 'Option']",66141,2018,2018,Lucknow,1396,3,False,88.73,1,2,5,22.54,Hatchback,570000
340,Tata,Tiago,"['1.2', 'Revotron', 'XZA']",8769,2018,2018,Lucknow,1199,1,True,83.83,0,2,5,23.84,Hatchback,438999
341,Maruti,Vitara,"['Brezza', 'VDi', 'Option']",30806,2018,2018,Lucknow,1248,2,False,88.5,1,1,5,24.3,SUV,739000
342,Maruti,Alto,"['800', 'LXI']",33245,2019,2019,Lucknow,796,1,False,47.33,0,1,5,22.05,Hatchback,332000
343,Hyundai,Xcent,"['1.2', 'VTVT', 'SX', 'Option']",42665,2018,2018,Lucknow,1197,1,False,81.86,0,1,5,20.14,Sedan,593000
344,Honda,Amaze,"['S', 'i-DTEC']",114431,2018,2018,Lucknow,1498,3,False,98.6,1,1,5,25.8,Sedan,535000
345,Maruti,Baleno,"['1.2', 'Delta']",38658,2019,2019,Lucknow,1197,1,False,83.1,0,1,5,21.4,Hatchback,546000
346,Hyundai,Grand,"['i10', '1.2', 'Kappa', 'Sportz', 'BSIV']",23724,2018,2019,Lucknow,1197,1,False,81.86,0,1,5,18.9,Hatchback,504000
347,Renault,KWID,['RXL'],60000,2021,2021,Lucknow,799,1,False,53.26,0,3,5,22.25,Hatchback,300000
348,Maruti,Wagon,"['R', 'VXI', 'CNG', 'BSVI']",70000,2022,2022,Lucknow,998,1,False,55.92,2,1,5,34.05,Hatchback,650000
349,Hyundai,Verna,"['1.6', 'SX', 'VTVT']",110000,2012,2012,Lucknow,1591,1,False,121.3,0,2,5,17.01,Sedan,300000
350,Tata,Nexon,"['1.2', 'Revotron', 'XM']",20000,2017,2017,Lucknow,1198,1,False,108.5,0,1,5,17.0,SUV,545000
351,Hyundai,Verna,"['SX', 'Diesel']",40000,2022,2022,Lucknow,1493,1,False,113.45,1,1,5,25.0,Sedan,1200000
352,Tata,Safari,"['Storme', 'VX', 'Varicor', '400']",80000,2016,2016,Lucknow,2179,1,False,153.86,1,2,7,14.1,SUV,751000
353,Renault,KWID,"['1.0', 'RXT', 'Optional', 'AT', '2016-2019']",34061,2017,2017,Lucknow,999,2,True,67.0,0,1,5,23.01,Hatchback,315000
354,Hyundai,Grand,"['i10', '1.2', 'Kappa', 'Asta']",51140,2018,2018,Lucknow,1197,1,False,81.86,0,2,5,18.9,Hatchback,470000
355,Hyundai,i10,"['Magna', '1.1L']",55076,2014,2014,Lucknow,1086,1,False,68.05,0,1,5,19.81,Hatchback,249000
356,Hyundai,Grand,"['i10', 'CRDi', 'Sportz']",113593,2015,2015,Lucknow,1120,1,False,70.0,1,2,5,24.0,Hatchback,315000
357,Maruti,Baleno,"['1.2', 'Delta']",54091,2016,2016,Lucknow,1197,3,False,83.1,0,1,5,21.4,Hatchback,469000
358,Honda,City,"['1.5', 'V', 'AT', 'Sunroof']",56446,2012,2012,Lucknow,1497,1,True,116.3,0,2,5,16.8,Sedan,494000
359,Hyundai,Santro,"['Sportz', 'CNG', 'BSIV']",41609,2018,2018,Lucknow,1086,2,False,58.0,2,1,5,30.48,Hatchback,476000
360,Maruti,Baleno,['Delta'],5806,2021,2021,Lucknow,1197,1,False,81.8,0,1,5,21.01,Hatchback,630000
361,Honda,Amaze,"['S', 'Petrol', 'BSIV']",53873,2019,2019,Lucknow,1199,2,False,88.76,0,1,5,19.5,Sedan,545000
362,Ford,Ecosport,"['1.5', 'DV5', 'MT', 'Titanium']",90000,2013,2013,Lucknow,1498,1,False,89.84,1,1,5,22.7,SUV,300000
363,Toyota,Fortuner,"['2.8', '2WD', 'AT']",60000,2020,2020,Lucknow,2755,1,True,174.5,1,1,7,12.9,SUV,3150000
364,Hyundai,Verna,"['1.6', 'SX', 'VTVT']",60000,2012,2012,Lucknow,1591,1,False,121.3,0,1,5,17.01,Sedan,415000
365,Honda,City,"['V', 'MT']",60000,2021,2021,Lucknow,1498,1,False,119.35,0,1,5,18.6,Sedan,890000
366,Maruti,Ritz,['ZDi'],100000,2013,2013,Lucknow,1248,1,False,73.94,1,3,5,23.2,Hatchback,240000
367,Nissan,Terrano,"['XV', '110', 'PS']",100000,2015,2015,Lucknow,1461,1,False,108.5,1,1,5,19.01,SUV,459999
368,Maruti,Baleno,"['1.2', 'Alpha']",50000,2018,2018,Lucknow,1197,1,False,83.1,0,2,5,21.4,Hatchback,500000
369,Maruti,Wagon,"['R', 'LXI', 'CNG', 'Optional']",80000,2019,2019,Lucknow,998,1,False,58.16,2,1,5,26.6,Hatchback,450000
370,Maruti,Baleno,"['1.2', 'Alpha']",15415,2019,2019,Lucknow,1197,1,False,83.1,0,1,5,21.4,Hatchback,633000
371,Maruti,Swift,"['Dzire', 'AMT', 'VDI']",55145,2018,2018,Lucknow,1248,2,True,74.02,1,1,5,28.4,Sedan,604000
372,Maruti,Celerio,"['VXI', 'AMT']",109688,2016,2017,Lucknow,998,1,True,65.71,0,1,5,26.68,Hatchback,315000
373,Hyundai,Grand,"['i10', 'Nios', 'Sportz']",18914,2019,2019,Lucknow,1197,1,False,81.86,0,1,5,20.7,Hatchback,660000
374,Hyundai,EON,"['Era', 'Plus', 'Option']",67328,2017,2017,Lucknow,814,1,False,55.2,0,2,5,21.1,Hatchback,271000
375,Maruti,Ignis,"['1.2', 'Zeta', 'BSIV']",81741,2018,2018,Lucknow,1197,2,False,81.8,0,1,5,20.89,Hatchback,476999
376,Maruti,Swift,['VXI'],43788,2021,2021,Lucknow,1197,3,False,88.5,0,1,5,22.38,Hatchback,586000
377,Hyundai,Grand,"['i10', 'Asta', 'Option', 'AT']",51520,2016,2016,Lucknow,1197,2,True,82.0,0,2,5,18.9,Hatchback,401999
378,Maruti,Swift,['VXI'],60574,2014,2014,Lucknow,1197,2,False,88.5,0,1,5,22.38,Hatchback,358000
379,Maruti,Ciaz,"['ZXi', 'Plus']",85507,2016,2016,Lucknow,1373,1,False,91.1,0,1,5,20.73,Sedan,513000
380,Hyundai,Grand,"['i10', 'Sportz']",100000,2014,2014,Lucknow,1197,1,False,82.0,0,3,5,18.9,Hatchback,304000
381,Mercedes-Benz,C-Class,"['C', '250', 'CDI', 'Elegance']",110000,2012,2012,Lucknow,2143,1,True,204.0,1,2,5,14.94,Sedan,700000
383,Toyota,Fortuner,"['2.8', '2WD', 'AT']",60000,2020,2020,Lucknow,2755,1,True,174.5,1,1,7,12.9,SUV,3250000
384,Ford,Aspire,"['Trend', 'Diesel']",70000,2017,2017,Lucknow,1499,1,False,98.96,1,1,5,24.4,Sedan,500000
385,Renault,KWID,"['RXT', 'Optional']",40000,2018,2018,Lucknow,799,1,False,53.3,0,1,5,25.17,Hatchback,350000
386,Honda,City,"['i', 'VTEC', 'SV']",70000,2017,2017,Lucknow,1497,1,False,117.3,0,1,5,17.8,Sedan,800000
387,Hyundai,Creta,"['1.4', 'E', 'Plus']",60000,2019,2019,Lucknow,1396,1,False,88.7,1,1,5,22.1,SUV,900000
388,Maruti,Baleno,['Sigma'],34348,2021,2021,Lucknow,1197,3,False,81.8,0,1,5,21.01,Hatchback,656000
389,Hyundai,i20,"['Sportz', 'BSVI']",34139,2020,2021,Lucknow,1197,1,False,81.8,0,1,5,21.0,Hatchback,682000
390,Maruti,Baleno,"['1.2', 'Sigma']",91960,2016,2016,Lucknow,1197,2,False,83.1,0,1,5,21.4,Hatchback,413999
391,Honda,City,"['i', 'VTEC', 'SV']",27567,2016,2016,Lucknow,1497,2,False,117.3,0,2,5,17.8,Sedan,526000
392,Hyundai,EON,"['Era', 'Plus']",14669,2018,2018,Lucknow,814,1,False,55.2,0,1,5,21.1,Hatchback,307000
393,Ford,Ecosport,"['1.5', 'TDCi', 'Titanium', 'BSIV']",60047,2016,2016,Lucknow,1498,1,False,98.59,1,2,5,22.77,SUV,527000
394,Ford,Ecosport,"['1.5', 'Diesel', 'Titanium', 'Plus']",63152,2021,2021,Lucknow,1498,1,False,98.96,1,1,5,21.7,SUV,846000
395,Maruti,Baleno,"['1.3', 'Zeta']",100250,2019,2020,Lucknow,1248,3,False,74.0,1,1,5,27.39,Hatchback,639000
396,Honda,WR-V,"['i-DTEC', 'VX']",92708,2017,2018,Lucknow,1498,2,False,98.6,1,2,5,25.5,SUV,625000
397,Maruti,Ciaz,['ZXi'],47075,2016,2016,Lucknow,1373,1,False,91.1,0,1,5,20.73,Sedan,587000
398,Hyundai,Elantra,"['CRDi', 'SX', 'AT']",119655,2015,2015,Lucknow,1582,1,True,126.2,1,2,5,22.7,Sedan,515000
399,Skoda,Rapid,"['1.5', 'TDI', 'AT', 'Style', 'BSIV']",120000,2017,2017,Lucknow,1498,1,True,108.6,1,2,5,21.72,Sedan,600000
400,Maruti,S-Presso,"['VXI', '2019-2022']",40000,2019,2019,Lucknow,998,1,False,65.71,0,1,5,21.7,Hatchback,373000
401,Renault,KWID,"['RXT', 'AMT']",110000,2017,2017,Lucknow,799,1,True,53.3,0,2,5,25.17,Hatchback,300000
402,Hyundai,Santro,"['Xing', 'GLS']",60000,2008,2008,Lucknow,1086,1,False,62.1,0,2,5,17.92,Hatchback,125000
403,Volkswagen,Ameo,"['1.5', 'TDI', 'Highline']",70000,2016,2016,Lucknow,1498,1,False,108.62,1,2,5,21.66,Sedan,450000
404,Volkswagen,Polo,"['Diesel', 'Highline', '1.2L']",80000,2011,2011,Lucknow,1199,1,False,73.9,1,5,5,22.07,Hatchback,180000
